symbol,date,marketCap
FI,2023-03-27,70068613000
FI,2023-03-24,70538788000
FI,2023-03-23,69648590000
FI,2023-03-22,69805315000
FI,2023-03-21,70864776000
FI,2023-03-20,69466789000
FI,2023-03-17,67811773000
FI,2023-03-16,68639281000
FI,2023-03-15,68495094000
FI,2023-03-14,69291257000
FI,2023-03-13,65354325000
FI,2023-03-10,70106227000
FI,2023-03-09,72350529000
FI,2023-03-08,73391183000
FI,2023-03-07,73504025000
FI,2023-03-06,74011814000
FI,2023-03-03,74137194000
FI,2023-03-02,73384914000
FI,2023-03-01,72601289000
FI,2023-02-28,72149921000
FI,2023-02-27,71911699000
FI,2023-02-24,71748705000
FI,2023-02-23,73058926000
FI,2023-02-22,70902390000
FI,2023-02-21,71353758000
FI,2023-02-17,72325453000
FI,2023-02-16,72689055000
FI,2023-02-15,73811206000
FI,2023-02-14,72726669000
FI,2023-02-13,73002505000
FI,2023-02-10,72494716000
FI,2023-02-09,73033850000
FI,2023-02-08,72657710000
FI,2023-02-07,72269032000
FI,2023-02-06,66702160000
FI,2023-02-03,66827540000
FI,2023-02-02,67454440000
FI,2023-02-01,67805504000
FI,2023-01-31,66877692000
FI,2023-01-30,66294675000
FI,2023-01-27,66758581000
FI,2023-01-26,66614394000
FI,2023-01-25,65448360000
FI,2023-01-24,65015798999
FI,2023-01-23,66169295000
FI,2023-01-20,65228945000
FI,2023-01-19,64056642000
FI,2023-01-18,64714887000
FI,2023-01-17,65203869000
FI,2023-01-13,64294864000
FI,2023-01-12,64207098000
FI,2023-01-11,63649157000
FI,2023-01-10,63341976000
FI,2023-01-09,63987682999
FI,2023-01-06,64056642000
FI,2023-01-05,62313860000
FI,2023-01-04,63981414000
FI,2023-01-03,63448548999
FI,2022-12-30,64271522142
FI,2022-12-29,64544963861
FI,2022-12-28,63533865412
FI,2022-12-27,64112544398
FI,2022-12-23,63883616448
FI,2022-12-22,63298578351
FI,2022-12-21,64316035910
FI,2022-12-20,63311296571
FI,2022-12-19,62745335804
FI,2022-12-16,62688103816
FI,2022-12-15,62618153609
FI,2022-12-14,64805687360
FI,2022-12-13,64583118519
FI,2022-12-12,65161797505
FI,2022-12-09,63998080423
FI,2022-12-08,64519527422
FI,2022-12-07,63902693777
FI,2022-12-06,63813666240
FI,2022-12-05,64983742433
FI,2022-12-02,67063171318
FI,2022-12-01,66789729599
FI,2022-11-30,66363669246
FI,2022-11-29,64557682080
FI,2022-11-28,64710300714
FI,2022-11-25,65174515725
FI,2022-11-23,64913792225
FI,2022-11-22,64220649264
FI,2022-11-21,63196832596
FI,2022-11-18,63502069863
FI,2022-11-17,62694462926
FI,2022-11-16,63578379180
FI,2022-11-15,63813666240
FI,2022-11-14,63597456509
FI,2022-11-11,63889975557
FI,2022-11-10,64227008374
FI,2022-11-09,61161917479
FI,2022-11-08,62624512719
FI,2022-11-07,61295458783
FI,2022-11-04,59979123067
FI,2022-11-03,60138100811
FI,2022-11-02,63947207545
FI,2022-11-01,66147459515
FI,2022-10-31,65333493468
FI,2022-10-28,65244465932
FI,2022-10-27,62834363340
FI,2022-10-26,64710300714
FI,2022-10-25,63641970277
FI,2022-10-24,61905933318
FI,2022-10-21,61518027624
FI,2022-10-20,60417901639
FI,2022-10-19,61193713028
FI,2022-10-18,61791469343
FI,2022-10-17,61918651538
FI,2022-10-14,59864659092
FI,2022-10-13,60824884663
FI,2022-10-12,59584858263
FI,2022-10-11,60697702468
FI,2022-10-10,62630871829
FI,2022-10-07,62764413133
FI,2022-10-06,63006059303
FI,2022-10-05,63940848435
FI,2022-10-04,62783490463
FI,2022-10-03,60678625139
FI,2022-09-30,59510519999
FI,2022-09-29,60324600000
FI,2022-09-28,61164120000
FI,2022-09-27,60509040000
FI,2022-09-26,60992400000
FI,2022-09-23,62296200000
FI,2022-09-22,62684160000
FI,2022-09-21,63339240000
FI,2022-09-20,64980120000
FI,2022-09-19,65921400000
FI,2022-09-16,65895960000
FI,2022-09-15,66512880000
FI,2022-09-14,67352400000
FI,2022-09-13,67365120000
FI,2022-09-12,69355800000
FI,2022-09-09,67708559999
FI,2022-09-08,67276080000
FI,2022-09-07,67257000000
FI,2022-09-06,66245760000
FI,2022-09-02,64515840000
FI,2022-09-01,65826000000
FI,2022-08-31,64356840000
FI,2022-08-30,64782960000
FI,2022-08-29,65616120000
FI,2022-08-26,66035880000
FI,2022-08-25,68223720000
FI,2022-08-24,67530480000
FI,2022-08-23,67422360000
FI,2022-08-22,67905720000
FI,2022-08-19,69629280000
FI,2022-08-18,70309800000
FI,2022-08-17,69145920000
FI,2022-08-16,70417920000
FI,2022-08-15,70061760000
FI,2022-08-12,69559320000
FI,2022-08-11,68662559999
FI,2022-08-10,67759440000
FI,2022-08-09,67352400000
FI,2022-08-08,66773640000
FI,2022-08-05,67466880000
FI,2022-08-04,67835760000
FI,2022-08-03,68796120000
FI,2022-08-02,67562280000
FI,2022-08-01,67498680000
FI,2022-07-29,67212480000
FI,2022-07-28,67212480000
FI,2022-07-27,66436559999
FI,2022-07-26,65011920000
FI,2022-07-25,62359800000
FI,2022-07-22,63517320000
FI,2022-07-21,63078480000
FI,2022-07-20,62232600000
FI,2022-07-19,62048160000
FI,2022-07-18,59764920000
FI,2022-07-15,59885760000
FI,2022-07-14,58295760000
FI,2022-07-13,58429320000
FI,2022-07-12,58887240000
FI,2022-07-11,58887240000
FI,2022-07-08,59186160000
FI,2022-07-07,59370600000
FI,2022-07-06,59694960000
FI,2022-07-05,59853960000
FI,2022-07-01,58880880000
FI,2022-06-30,57207710000
FI,2022-06-29,58448700000
FI,2022-06-28,58268660000
FI,2022-06-27,59856870000
FI,2022-06-24,60564170000
FI,2022-06-23,57696390000
FI,2022-06-22,57458480000
FI,2022-06-21,57394180000
FI,2022-06-17,57323450000
FI,2022-06-16,56828340000
FI,2022-06-15,58815210000
FI,2022-06-14,57799270000
FI,2022-06-13,57625660000
FI,2022-06-10,60660620000
FI,2022-06-09,61612259999
FI,2022-06-08,64383590000
FI,2022-06-07,65097320000
FI,2022-06-06,64486470000
FI,2022-06-03,64087810000
FI,2022-06-02,64846550000
FI,2022-06-01,63759880000
FI,2022-05-31,64415740000
FI,2022-05-27,65180910000
FI,2022-05-26,63843470000
FI,2022-05-25,62673210000
FI,2022-05-24,62306700000
FI,2022-05-23,63547690000
FI,2022-05-20,61464370000
FI,2022-05-19,60692770000
FI,2022-05-18,60551310000
FI,2022-05-17,62827529999
FI,2022-05-16,61888750000
FI,2022-05-13,61837310000
FI,2022-05-12,60152650000
FI,2022-05-11,59528940000
FI,2022-05-10,59657540000
FI,2022-05-09,60204090000
FI,2022-05-06,61541529999
FI,2022-05-05,64010650000
FI,2022-05-04,65933220000
FI,2022-05-03,63939920000
FI,2022-05-02,62454590000
FI,2022-04-29,62962560000
FI,2022-04-28,67347820000
FI,2022-04-27,64897990000
FI,2022-04-26,61792300000
FI,2022-04-25,62981850000
FI,2022-04-22,62602480000
FI,2022-04-21,65225920000
FI,2022-04-20,65258070000
FI,2022-04-19,65875350000
FI,2022-04-18,64229270000
FI,2022-04-14,64087810000
FI,2022-04-13,63708440000
FI,2022-04-12,63637710000
FI,2022-04-11,64685800000
FI,2022-04-08,64653650000
FI,2022-04-07,64807970000
FI,2022-04-06,66016810000
FI,2022-04-05,66447620000
FI,2022-04-04,66344740000
FI,2022-04-01,66222570000
FI,2022-03-31,65605800000
FI,2022-03-30,66084580000
FI,2022-03-29,66641000000
FI,2022-03-28,65178780000
FI,2022-03-25,65029970000
FI,2022-03-24,63858900000
FI,2022-03-23,63910660000
FI,2022-03-22,65023500000
FI,2022-03-21,64415320000
FI,2022-03-18,65094670000
FI,2022-03-17,64725880000
FI,2022-03-16,63600100000
FI,2022-03-15,61756150000
FI,2022-03-14,60811530000
FI,2022-03-11,60915050000
FI,2022-03-10,61497350000
FI,2022-03-09,62286690000
FI,2022-03-08,60947400000
FI,2022-03-07,61413240000
FI,2022-03-04,62966039999
FI,2022-03-03,63813610000
FI,2022-03-02,63884780000
FI,2022-03-01,62797820000
FI,2022-02-28,63192490000
FI,2022-02-25,63438350000
FI,2022-02-24,61827320000
FI,2022-02-23,59912200000
FI,2022-02-22,60507440000
FI,2022-02-18,60902110000
FI,2022-02-17,61031510000
FI,2022-02-16,62636070000
FI,2022-02-15,62804289999
FI,2022-02-14,63334830000
FI,2022-02-11,63017800000
FI,2022-02-10,64169460000
FI,2022-02-09,66110460000
FI,2022-02-08,64402380000
FI,2022-02-07,68510830000
FI,2022-02-04,67857360000
FI,2022-02-03,68763160000
FI,2022-02-02,70108920000
FI,2022-02-01,70303020000
FI,2022-01-31,68387900000
FI,2022-01-28,67863830000
FI,2022-01-27,64881160000
FI,2022-01-26,64680590000
FI,2022-01-25,65372880000
FI,2022-01-24,66472780000
FI,2022-01-21,67844420000
FI,2022-01-20,68776100000
FI,2022-01-19,68614350000
FI,2022-01-18,68840800000
FI,2022-01-14,70594170000
FI,2022-01-13,70484180000
FI,2022-01-12,70199500000
FI,2022-01-11,70827090000
FI,2022-01-10,69714250000
FI,2022-01-07,70413010000
FI,2022-01-06,70613580000
FI,2022-01-05,70108920000
FI,2022-01-04,70523000000
FI,2022-01-03,69630140000
FI,2021-12-31,67463500000
FI,2021-12-30,67938000000
FI,2021-12-29,67775500000
FI,2021-12-28,68055000000
FI,2021-12-27,67561000000
FI,2021-12-23,68601000000
FI,2021-12-22,69023500000
FI,2021-12-21,68419000000
FI,2021-12-20,65338000000
FI,2021-12-17,67372500000
FI,2021-12-16,68132999999
FI,2021-12-15,67379000000
FI,2021-12-14,67749500000
FI,2021-12-13,67788500000
FI,2021-12-10,67073500000
FI,2021-12-09,67294500000
FI,2021-12-08,67567500000
FI,2021-12-07,67034500000
FI,2021-12-06,67034500000
FI,2021-12-03,65325000000
FI,2021-12-02,64909000000
FI,2021-12-01,62107500000
FI,2021-11-30,62738000000
FI,2021-11-29,63355500000
FI,2021-11-26,63862500000
FI,2021-11-24,64551500000
FI,2021-11-23,62471500000
FI,2021-11-22,62211499999
FI,2021-11-19,65039000000
FI,2021-11-18,65812500000
FI,2021-11-17,65572000000
FI,2021-11-16,66371500000
FI,2021-11-15,66196000000
FI,2021-11-12,65532999999
FI,2021-11-11,64948000000
FI,2021-11-10,65162500000
FI,2021-11-09,64753000000
FI,2021-11-08,65013000000
FI,2021-11-05,65234000000
FI,2021-11-04,66280500000
FI,2021-11-03,65948999999
FI,2021-11-02,64597000000
FI,2021-11-01,66293500000
FI,2021-10-29,64018500000
FI,2021-10-28,64044500000
FI,2021-10-27,64239500000
FI,2021-10-26,71396000000
FI,2021-10-25,72221500000
FI,2021-10-22,71617000000
FI,2021-10-21,71604000000
FI,2021-10-20,71571500000
FI,2021-10-19,72338500000
FI,2021-10-18,71506500000
FI,2021-10-15,71370000000
FI,2021-10-14,70057000000
FI,2021-10-13,67821000000
FI,2021-10-12,67795000000
FI,2021-10-11,67450500000
FI,2021-10-08,70128500000
FI,2021-10-07,71019000000
FI,2021-10-06,70512000000
FI,2021-10-05,70213000000
FI,2021-10-04,70369000000
FI,2021-10-01,71357000000
FI,2021-09-30,71761900000
FI,2021-09-29,73197138000
FI,2021-09-28,72310862000
FI,2021-09-27,72185196000
FI,2021-09-24,72582036000
FI,2021-09-23,72912736000
FI,2021-09-22,71887566000
FI,2021-09-21,70247294000
FI,2021-09-20,70988062000
FI,2021-09-17,71841268000
FI,2021-09-16,71794970000
FI,2021-09-15,71669304000
FI,2021-09-14,71027746000
FI,2021-09-13,72800298000
FI,2021-09-10,73203752000
FI,2021-09-09,76067614000
FI,2021-09-08,77383800000
FI,2021-09-07,76061000000
FI,2021-09-03,76497524000
FI,2021-09-02,76609962000
FI,2021-09-01,78270076000
FI,2021-08-31,77906306000
FI,2021-08-30,77357344000
FI,2021-08-27,78005516000
FI,2021-08-26,77654974000
FI,2021-08-25,78779354000
FI,2021-08-24,78455268000
FI,2021-08-23,77959218000
FI,2021-08-20,76781926000
FI,2021-08-19,76887750000
FI,2021-08-18,75571564000
FI,2021-08-17,74691902000
FI,2021-08-16,74301676000
FI,2021-08-13,73825468000
FI,2021-08-12,73388944000
FI,2021-08-11,73951134000
FI,2021-08-10,73415400000
FI,2021-08-09,72965648000
FI,2021-08-06,73342646000
FI,2021-08-05,72515896000
FI,2021-08-04,71920636000
FI,2021-08-03,71563480000
FI,2021-08-02,72588650000
FI,2021-07-30,76133754000
FI,2021-07-29,75703844000
FI,2021-07-28,75340074000
FI,2021-07-27,75849352000
FI,2021-07-26,73646890000
FI,2021-07-23,73937906000
FI,2021-07-22,72787070000
FI,2021-07-21,72780456000
FI,2021-07-20,71986776000
FI,2021-07-19,70544924000
FI,2021-07-16,73547680000
FI,2021-07-15,73283120000
FI,2021-07-14,72582036000
FI,2021-07-13,72813526000
FI,2021-07-12,71980162000
FI,2021-07-09,72052916000
FI,2021-07-08,71259236000
FI,2021-07-07,72185196000
FI,2021-07-06,71894180000
FI,2021-07-02,72271178000
FI,2021-07-01,71656076000
FI,2021-06-30,70942893000
FI,2021-06-29,70743783000
FI,2021-06-28,71765881000
FI,2021-06-25,72336663000
FI,2021-06-24,72011450000
FI,2021-06-23,71261469000
FI,2021-06-22,71878710000
FI,2021-06-21,72004813000
FI,2021-06-18,71387572000
FI,2021-06-17,72376485000
FI,2021-06-16,71812340000
FI,2021-06-15,72827801000
FI,2021-06-14,72416307000
FI,2021-06-11,73139740000
FI,2021-06-10,72668513000
FI,2021-06-09,73743707000
FI,2021-06-08,72880897000
FI,2021-06-07,72781342000
FI,2021-06-04,75263580000
FI,2021-06-03,75037922000
FI,2021-06-02,76252493000
FI,2021-06-01,75947191000
FI,2021-05-28,76458240000
FI,2021-05-27,76756905000
FI,2021-05-26,76557795000
FI,2021-05-25,76796727000
FI,2021-05-24,76896282000
FI,2021-05-21,75807814000
FI,2021-05-20,76073294000
FI,2021-05-19,75044559000
FI,2021-05-18,75462690000
FI,2021-05-17,74878634000
FI,2021-05-14,75933917000
FI,2021-05-13,75336587000
FI,2021-05-12,75024648000
FI,2021-05-11,76212671000
FI,2021-05-10,77088755000
FI,2021-05-07,78084305000
FI,2021-05-06,78402881000
FI,2021-05-05,77380783000
FI,2021-05-04,78343148000
FI,2021-05-03,79690459000
FI,2021-04-30,79723644000
FI,2021-04-29,81143962000
FI,2021-04-28,81913854000
FI,2021-04-27,80745742000
FI,2021-04-26,83991235000
FI,2021-04-23,83639474000
FI,2021-04-22,82716931000
FI,2021-04-21,82843034000
FI,2021-04-20,82670472000
FI,2021-04-19,83048781000
FI,2021-04-16,83022233000
FI,2021-04-15,83314261000
FI,2021-04-14,82199245000
FI,2021-04-13,82630650000
FI,2021-04-12,82385081000
FI,2021-04-09,82491273000
FI,2021-04-08,82398355000
FI,2021-04-07,81714744000
FI,2021-04-06,82093053000
FI,2021-04-05,81548819000
FI,2021-04-01,81084229000
FI,2021-03-31,79590144000
FI,2021-03-30,80740136000
FI,2021-03-29,81228214000
FI,2021-03-26,82645646000
FI,2021-03-25,82204370000
FI,2021-03-24,82404950000
FI,2021-03-23,81094494000
FI,2021-03-22,81375306000
FI,2021-03-19,81482282000
FI,2021-03-18,81843326000
FI,2021-03-17,82592158000
FI,2021-03-16,82986632000
FI,2021-03-15,82906400000
FI,2021-03-12,82993318000
FI,2021-03-11,82979946000
FI,2021-03-10,82812796000
FI,2021-03-09,81903500000
FI,2021-03-08,81234900000
FI,2021-03-05,80024734000
FI,2021-03-04,77256730000
FI,2021-03-03,77423880000
FI,2021-03-02,77343648000
FI,2021-03-01,78012248000
FI,2021-02-26,77136382000
FI,2021-02-25,77751494000
FI,2021-02-24,79610202000
FI,2021-02-23,77290160000
FI,2021-02-22,75792496000
FI,2021-02-19,74455296000
FI,2021-02-18,75585230000
FI,2021-02-17,74261402000
FI,2021-02-16,73679720000
FI,2021-02-12,73539314000
FI,2021-02-11,72529728000
FI,2021-02-10,73158212000
FI,2021-02-09,75852670000
FI,2021-02-08,75819240000
FI,2021-02-05,75030292000
FI,2021-02-04,75043664000
FI,2021-02-03,73679720000
FI,2021-02-02,73559372000
FI,2021-02-01,71205900000
FI,2021-01-29,68658534000
FI,2021-01-28,70370150000
FI,2021-01-27,69012892000
FI,2021-01-26,71012006000
FI,2021-01-25,71346306000
FI,2021-01-22,71727408000
FI,2021-01-21,72843970000
FI,2021-01-20,72971004000
FI,2021-01-19,71988162000
FI,2021-01-15,72342520000
FI,2021-01-14,72195428000
FI,2021-01-13,73706464000
FI,2021-01-12,74348320000
FI,2021-01-11,76922430000
FI,2021-01-08,78085794000
FI,2021-01-07,76507898000
FI,2021-01-06,76340748000
FI,2021-01-05,75123896000
FI,2021-01-04,74829712000
NATI,2023-10-13,7939492620
NATI,2023-10-12,7939492620
NATI,2023-10-11,7939492620
NATI,2023-10-10,7939492620
NATI,2023-10-09,7939492620
NATI,2023-10-06,7894487160
NATI,2023-10-05,7885221330
NATI,2023-10-04,7897134540
NATI,2023-10-03,7909047750
NATI,2023-10-02,7901105610
NATI,2023-09-29,7891839780
NATI,2023-09-28,7902429300
NATI,2023-09-27,7886545020
NATI,2023-09-26,7887868710
NATI,2023-09-25,7891839780
NATI,2023-09-22,7886545020
NATI,2023-09-21,7879926570
NATI,2023-09-20,7889192400
NATI,2023-09-19,7889192400
NATI,2023-09-18,7889192400
NATI,2023-09-15,7889192400
NATI,2023-09-14,7893163470
NATI,2023-09-13,7893163470
NATI,2023-09-12,7898458230
NATI,2023-09-11,7902429300
NATI,2023-09-08,7902429300
NATI,2023-09-07,7916989890
NATI,2023-09-06,7920960960
NATI,2023-09-05,7924932030
NATI,2023-09-01,7907724060
NATI,2023-08-31,7889192400
NATI,2023-08-30,7893163470
NATI,2023-08-29,7903752990
NATI,2023-08-28,7903752990
NATI,2023-08-25,7898458230
NATI,2023-08-24,7895810850
NATI,2023-08-23,7817713140
NATI,2023-08-22,7804476240
NATI,2023-08-21,7797857790
NATI,2023-08-18,7796534100
NATI,2023-08-17,7795210410
NATI,2023-08-16,7797857790
NATI,2023-08-15,7836244800
NATI,2023-08-14,7838892180
NATI,2023-08-11,7850805390
NATI,2023-08-10,7845510630
NATI,2023-08-09,7856100150
NATI,2023-08-08,7854776460
NATI,2023-08-07,7856100150
NATI,2023-08-04,7828302660
NATI,2023-08-03,7807123620
NATI,2023-08-02,7816389450
NATI,2023-08-01,7797857790
NATI,2023-07-31,7809771000
NATI,2023-07-28,7785944580
NATI,2023-07-27,7809771000
NATI,2023-07-26,7785944580
NATI,2023-07-25,7610341700
NATI,2023-07-24,7400220100
NATI,2023-07-21,7338496880
NATI,2023-07-20,7370015120
NATI,2023-07-19,7391027280
NATI,2023-07-18,7438304640
NATI,2023-07-17,7425172040
NATI,2023-07-14,7435678120
NATI,2023-07-13,7447497460
NATI,2023-07-12,7459316800
NATI,2023-07-11,7498714600
NATI,2023-07-10,7509220680
NATI,2023-07-07,7472449400
NATI,2023-07-06,7542052180
NATI,2023-07-05,7535485880
NATI,2023-07-03,7531546100
NATI,2023-06-30,7538112400
NATI,2023-06-29,7539425660
NATI,2023-06-28,7544678700
NATI,2023-06-27,7551245000
NATI,2023-06-26,7519726760
NATI,2023-06-23,7498714600
NATI,2023-06-22,7518413500
NATI,2023-06-21,7521040020
NATI,2023-06-20,7511847200
NATI,2023-06-16,7551245000
NATI,2023-06-15,7545991960
NATI,2023-06-14,7574883680
NATI,2023-06-13,7580136720
NATI,2023-06-12,7557811300
NATI,2023-06-09,7559124560
NATI,2023-06-08,7551245000
NATI,2023-06-07,7570943900
NATI,2023-06-06,7584076500
NATI,2023-06-05,7573570420
NATI,2023-06-02,7590642800
NATI,2023-06-01,7589329540
NATI,2023-05-31,7590642800
NATI,2023-05-30,7590642800
NATI,2023-05-26,7597209100
NATI,2023-05-25,7593269320
NATI,2023-05-24,7572257160
NATI,2023-05-23,7595895840
NATI,2023-05-22,7612968220
NATI,2023-05-19,7614281480
NATI,2023-05-18,7624787560
NATI,2023-05-17,7610341700
NATI,2023-05-16,7614281480
NATI,2023-05-15,7626100820
NATI,2023-05-12,7618221260
NATI,2023-05-11,7614281480
NATI,2023-05-10,7630040600
NATI,2023-05-09,7626100820
NATI,2023-05-08,7619534520
NATI,2023-05-05,7643173200
NATI,2023-05-04,7637920160
NATI,2023-05-03,7639233420
NATI,2023-05-02,7635293640
NATI,2023-05-01,7632667120
NATI,2023-04-28,7647112980
NATI,2023-04-27,7631353860
NATI,2023-04-26,7616908000
NATI,2023-04-25,7616908000
NATI,2023-04-24,7637920160
NATI,2023-04-21,7624787560
NATI,2023-04-20,7628727340
NATI,2023-04-19,7641859940
NATI,2023-04-18,7643173200
NATI,2023-04-17,7639233420
NATI,2023-04-14,7633980380
NATI,2023-04-13,7624787560
NATI,2023-04-12,7574883680
NATI,2023-04-11,6905121080
NATI,2023-04-10,6890675220
NATI,2023-04-06,6876229360
NATI,2023-04-05,6893301740
NATI,2023-04-04,6884108920
NATI,2023-04-03,6919566940
NATI,2023-03-31,6882795660
NATI,2023-03-30,6796120500
NATI,2023-03-29,6801373540
NATI,2023-03-28,6825668850
NATI,2023-03-27,6830265260
NATI,2023-03-24,6848650900
NATI,2023-03-23,6817132660
NATI,2023-03-22,6679240360
NATI,2023-03-21,6727830980
NATI,2023-03-20,6650348640
NATI,2023-03-17,6641155820
NATI,2023-03-16,6618830400
NATI,2023-03-15,6528215460
NATI,2023-03-14,6555793920
NATI,2023-03-13,6411335320
NATI,2023-03-10,6521649160
NATI,2023-03-09,6604384540
NATI,2023-03-08,6666107760
NATI,2023-03-07,6676613840
NATI,2023-03-06,6675300580
NATI,2023-03-03,6730457500
NATI,2023-03-02,6647722120
NATI,2023-03-01,6582059120
NATI,2023-02-28,6633276260
NATI,2023-02-27,6629336480
NATI,2023-02-24,6613577360
NATI,2023-02-23,6704192300
NATI,2023-02-22,6789554200
NATI,2023-02-21,6830265260
NATI,2023-02-17,6848650900
NATI,2023-02-16,6867036540
NATI,2023-02-15,6884108920
NATI,2023-02-14,6907747600
NATI,2023-02-13,6919566940
NATI,2023-02-10,6964217780
NATI,2023-02-09,6943205620
NATI,2023-02-08,6989169720
NATI,2023-02-07,7052206200
NATI,2023-02-06,6960278000
NATI,2023-02-03,7025941000
NATI,2023-02-02,7071905100
NATI,2023-02-01,7155953740
NATI,2023-01-31,7091604000
NATI,2023-01-30,7124435500
NATI,2023-01-27,7158580260
NATI,2023-01-26,7150700700
NATI,2023-01-25,7137568100
NATI,2023-01-24,7112616160
NATI,2023-01-23,7069278580
NATI,2023-01-20,7124435500
NATI,2023-01-19,7061399020
NATI,2023-01-18,6894615000
NATI,2023-01-17,6834205040
NATI,2023-01-13,6168382220
NATI,2023-01-12,5275365420
NATI,2023-01-11,5103328360
NATI,2023-01-10,5091509020
NATI,2023-01-09,4974628880
NATI,2023-01-06,4907652620
NATI,2023-01-05,4785519440
NATI,2023-01-04,4894520020
NATI,2023-01-03,4855122220
NATI,2022-12-30,4861132200
NATI,2022-12-29,4880892900
NATI,2022-12-28,4714903020
NATI,2022-12-27,4820293420
NATI,2022-12-23,4804484860
NATI,2022-12-22,4838736740
NATI,2022-12-21,4970474740
NATI,2022-12-20,4855862680
NATI,2022-12-19,4882210280
NATI,2022-12-16,5023169940
NATI,2022-12-15,5104847500
NATI,2022-12-14,5290598080
NATI,2022-12-13,5309041400
NATI,2022-12-12,5140416760
NATI,2022-12-09,5170716500
NATI,2022-12-08,5226046460
NATI,2022-12-07,5150955800
NATI,2022-12-06,5174668640
NATI,2022-12-05,5347245420
NATI,2022-12-02,5486887700
NATI,2022-12-01,5492157220
NATI,2022-11-30,5403892760
NATI,2022-11-29,5197064100
NATI,2022-11-28,5270837380
NATI,2022-11-25,5405210140
NATI,2022-11-23,5438144640
NATI,2022-11-22,5415749180
NATI,2022-11-21,5310358780
NATI,2022-11-18,5281376420
NATI,2022-11-17,5261615720
NATI,2022-11-16,5216824800
NATI,2022-11-15,5403892760
NATI,2022-11-14,5361736600
NATI,2022-11-11,5328802100
NATI,2022-11-10,5290598080
NATI,2022-11-09,4994187580
NATI,2022-11-08,5102212740
NATI,2022-11-07,5037661120
NATI,2022-11-04,4883527660
NATI,2022-11-03,4809754380
NATI,2022-11-02,4853227920
NATI,2022-11-01,5060056580
NATI,2022-10-31,5029756840
NATI,2022-10-28,5100895360
NATI,2022-10-27,5255028820
NATI,2022-10-26,5323532580
NATI,2022-10-25,5352514940
NATI,2022-10-24,5245807160
NATI,2022-10-21,5226046460
NATI,2022-10-20,5058739200
NATI,2022-10-19,5173351260
NATI,2022-10-18,5189159820
NATI,2022-10-17,5070595620
NATI,2022-10-14,4945444520
NATI,2022-10-13,5060056580
NATI,2022-10-12,4952031420
NATI,2022-10-11,5002091860
NATI,2022-10-10,5110117020
NATI,2022-10-07,5154907940
NATI,2022-10-06,5393353720
NATI,2022-10-05,5352514940
NATI,2022-10-04,5295867600
NATI,2022-10-03,5099577980
NATI,2022-09-30,4971792120
NATI,2022-09-29,5042760360
NATI,2022-09-28,5129909400
NATI,2022-09-27,4999185840
NATI,2022-09-26,5127268520
NATI,2022-09-23,5147075120
NATI,2022-09-22,5165561280
NATI,2022-09-21,5240826360
NATI,2022-09-20,5254030760
NATI,2022-09-19,5265914720
NATI,2022-09-16,5195931400
NATI,2022-09-15,5114064120
NATI,2022-09-14,5283080440
NATI,2022-09-13,5246108120
NATI,2022-09-12,5457378520
NATI,2022-09-09,5350422880
NATI,2022-09-08,5238185480
NATI,2022-09-07,5140472920
NATI,2022-09-06,5009749360
NATI,2022-09-02,5079732680
NATI,2022-09-01,5145754680
NATI,2022-08-31,5250069440
NATI,2022-08-30,5283080440
NATI,2022-08-29,5324014080
NATI,2022-08-26,5407201800
NATI,2022-08-25,5569615920
NATI,2022-08-24,5508875680
NATI,2022-08-23,5458698960
NATI,2022-08-22,5469262480
NATI,2022-08-19,5611870000
NATI,2022-08-18,5666008040
NATI,2022-08-17,5548488880
NATI,2022-08-16,5585461200
NATI,2022-08-15,5535284480
NATI,2022-08-12,5500953040
NATI,2022-08-11,5300246160
NATI,2022-08-10,5310809680
NATI,2022-08-09,5182727000
NATI,2022-08-08,5219699320
NATI,2022-08-05,5201213160
NATI,2022-08-04,5201213160
NATI,2022-08-03,5120666320
NATI,2022-08-02,5061246520
NATI,2022-08-01,5132550280
NATI,2022-07-29,5017672000
NATI,2022-07-28,4695484640
NATI,2022-07-27,4609656040
NATI,2022-07-26,4523827440
NATI,2022-07-25,4531750080
NATI,2022-07-22,4546274920
NATI,2022-07-21,4603053840
NATI,2022-07-20,4473650720
NATI,2022-07-19,4397065200
NATI,2022-07-18,4233330640
NATI,2022-07-15,4282186920
NATI,2022-07-14,4146181600
NATI,2022-07-13,4159386000
NATI,2022-07-12,4113170600
NATI,2022-07-11,4192397000
NATI,2022-07-08,4221446680
NATI,2022-07-07,4198999200
NATI,2022-07-06,4125054560
NATI,2022-07-05,4151463360
NATI,2022-07-01,4096004880
NATI,2022-06-30,4123734120
NATI,2022-06-29,4161108690
NATI,2022-06-28,4208618970
NATI,2022-06-27,4318156560
NATI,2022-06-24,4275925200
NATI,2022-06-23,4161108690
NATI,2022-06-22,4147911390
NATI,2022-06-21,4188823020
NATI,2022-06-17,4149231120
NATI,2022-06-16,4145271930
NATI,2022-06-15,4299680340
NATI,2022-06-14,4231054380
NATI,2022-06-13,4199380860
NATI,2022-06-10,4501599030
NATI,2022-06-09,4551748770
NATI,2022-06-08,4633572030
NATI,2022-06-07,4714075560
NATI,2022-06-06,4636211490
NATI,2022-06-03,4646769330
NATI,2022-06-02,4686361230
NATI,2022-06-01,4518755520
NATI,2022-05-31,4661286360
NATI,2022-05-27,4619055000
NATI,2022-05-26,4576823640
